회사명,corp_code,stock_code,연도,ESG,자산총계,자산총계(t-1),매출액,매출액(t-1),부채총계,EBITDA,EBITDA(t-1),무형자산,현금 배당 성향,현금 배당 성향(t-1),사외이사 비율,최대주주지분율,영업활동 현금흐름,정규직 수,정규직 수(t-1),비정규직 수,비정규직 수(t-1)
동양피스톤,00117726,092780,2020,B,346056812079.0,350293855447.0,321549087227.0,364751921572.0,250480374863.0,-6287575063.0,"14,590,373,025",3643108393.0,-10.33,13.51,0.0,55.79,21287880370.0,521.0,528.0,37.0,44.0
LF,00593032,093050,2020,B,2479439883815.0,2417125014216.0,1610459972097.0,1851716801127.0,1065019216335.0,54479572049.0,"100,464,735,137",248066030183.0,82.2,17.6,0.0,39.95,304472983149.0,937.0,1052.0,54.0,34.0
AJ네트웍스,00365387,095570,2020,B,1588170350000.0,1803255225986.0,871956093147.0,1000259401598.0,1300162539894.0,-18504130352.0,"82,801,545,063",41736559679.0,,33.34,0.0,49.70,17725957273.0,560.0,513.0,6.0,18.0
JW홀딩스,00632304,096760,2020,B,1113573849001.0,1243461898934.0,781514840023.0,728081858608.0,789222442962.0,23597901289.0,"-26,081,755,373",179548823387.0,176.3,,0.0,50.12,108622768429.0,123.0,130.0,21.0,24.0
비상교육,00520887,100220,2020,B,263230581094.0,286170370038.0,172313769654.0,199386233396.0,67288899564.0,-16913291072.0,"21,156,402,978",29961318890.0,,105.3,0.0,54.59,18940087811.0,616.0,580.0,45.0,42.0
SNT에너지,00648721,100840,2020,B,335351656753.0,333897234560.0,237399736036.0,213326726381.0,99578946528.0,13630736509.0,"20,073,132,095",929399925.0,55.1,,0.0,55.93,70341150830.0,191.0,186.0,1.0,5.0
해태제과식품,00428321,101530,2020,B,621172370379.0,756850481301.0,563935121095.0,539271774166.0,357456830445.0,20268541876.0,"-27,666,743,657",122138627405.0,19.3,-11.5,0.0,71.00,38446683069.0,557.0,681.0,34.0,52.0
이연제약,00145598,102460,2020,B,317609837018.0,274482251833.0,130034153187.0,131557875304.0,87520569279.0,4367688937.0,"7,833,414,679",4242429793.0,90.11,615.38,0.0,64.6,4599406535.0,503.0,475.0,3.0,1.0
한국철강,00687711,104700,2020,B,868775457581.0,873216580016.0,633382000000.0,719102000000.0,171944787065.0,4249514774.0,"24,983,246,687",36574364550.0,,75.63,0.0,52.65,93181037014.0,384.0,514.0,0.0,0.0
한세실업,00728638,105630,2020,B,1021055617765.0,1179455696933.0,1698262209445.0,1614959136217.0,599703859286.0,70398936764.0,"-6,815,464,316",6771749264.0,25.16,-204.08,0.0,56.53,50682930523.0,568.0,589.0,0.0,55.0
우진,00173944,105840,2020,B,240174509124.0,199870388998.0,89201366130.0,88297185767.0,73838366291.0,41450883870.0,"-12,120,537,638",15454740257.0,5.8,,0.0,39.09,-5873507815.0,149.0,115.0,7.0,3.0
컨버즈,00753643,109070,2020,B,32146507443.0,27366791049.0,20447824514.0,45782646404.0,24623436837.0,-6392973022.0,"-16,943,279,291",4088814339.0,,,0.0,10.24,-3662908546.0,29.0,33.0,0.0,0.0
씨에스윈드,00670340,112610,2020,B,880657688570.0,735606528549.0,969066819918.0,799390727329.0,437128951622.0,57800990084.0,"39,861,445,056",20966852680.0,56.0,104.49,0.0,52.72,23987795324.0,85.0,85.0,0.0,0.0
대성에너지,00787376,117580,2020,B,702116962104.0,697193345995.0,743190573303.0,774850380588.0,387705959104.0,18515639195.0,"17,649,149,841",1280727259.0,48.65,53.32,0.0,72.73,35591230713.0,406.0,403.0,6.0,7.0
아이마켓코리아,00360142,122900,2020,B,1110821080034.0,1096877066115.0,2839411295374.0,2923787985987.0,693884810290.0,38770751806.0,"42,120,317,441",132513397468.0,88.4,124.4,0.0,40.08,5188462471.0,418.0,399.0,29.0,43.0
한국화장품,00823429,123690,2020,B,75378061752.0,81307960199.0,72498592505.0,131196339327.0,45859374905.0,-7107394770.0,"-19,052,984,103",2466248556.0,0.0,,0.0,52.95,-805862274.0,50.0,58.0,1.0,1.0
에스제이엠,00815369,123700,2020,B,224918994878.0,220444686043.0,138668951905.0,157732122414.0,51271896340.0,7877532803.0,"11,447,511,038",1732712452.0,29.1,37.4,0.0,53.03,22508806533.0,323.0,337.0,0.0,0.0
인터지스,00151368,129260,2020,B,385984504452.0,419994906279.0,458316826326.0,478169277019.0,196810354438.0,7533413240.0,"-49,744,054,526",10569550108.0,,0.0,0.0,58.88,23002581717.0,437.0,489.0,4.0,6.0
화인베스틸,00661847,133820,2020,B,177774671321.0,210800584639.0,98647000000.0,134799000000.0,101455439664.0,-16138116147.0,"-7,560,697,273",36574364550.0,,,0.0,51.71,7423753863.0,116.0,157.0,8.0,14.0
핸즈코퍼레이션,00119140,143210,2020,B,844136126604.0,851081160313.0,572674233326.0,617668703909.0,529391928007.0,-7039844588.0,"9,689,141,049",13675892134.0,-2.99,23.29,0.0,60.27,-5297482605.0,1269.0,1316.0,10.0,31.0
덴티움,00526599,145720,2020,B,510235858597.0,547106597705.0,229749431321.0,252587272923.0,281634964103.0,26054421980.0,"33,604,627,791",2135483753.0,7.8,3.8,0.0,19.07,75754918139.0,499.0,553.0,38.0,45.0
DSR,00110608,155660,2020,B,252937447385.0,240410406795.0,230979854250.0,236324122853.0,89984972820.0,11362912638.0,"11,665,809,844",36574364550.0,9.0,10.1,0.0,70.75,17350176366.0,167.0,174.0,0.0,0.0
더블유게임즈,01010110,192080,2020,B,1023166745928.0,1074710470364.0,658175938523.0,513847000000.0,95278855777.0,169069173345.0,"138,041,810,164",779101926930.0,5.3,6.7,0.0,43.51,201817518948.0,259.0,244.0,6.0,4.0
쿠쿠홀딩스,00132354,192400,2020,B,921534394518.0,812577596793.0,587794622663.0,528311146326.0,164151831973.0,133530952394.0,"103,812,887,194",1900384489.0,19.22,19.51,0.0,69.07,91815942763.0,42.0,40.0,2.0,2.0
디와이파워,01059605,210540,2020,B,287809530580.0,262634138872.0,304751063277.0,343476252427.0,98753238969.0,35204456897.0,"25,644,779,864",781532668.0,9.6,8.65,0.0,37.73,23882634200.0,370.0,375.0,31.0,12.0
LS전선아시아,01093007,229640,2020,B,416558419110.0,359661266694.0,579612301477.0,520302892983.0,267665701082.0,12274106997.0,"22,345,976,448",31177597714.0,82.54,49.5,0.0,61.73,-13703004076.0,5.0,5.0,0.0,0.0
JW생명과학,00225706,234080,2020,B,214402015696.0,201403949401.0,183521045082.0,170220779246.0,81908138577.0,22740408792.0,"28,331,233,550",5760695803.0,45.76,50.0,0.0,43.10,46754700488.0,247.0,237.0,31.0,37.0
샘표식품,01167056,248170,2020,B,268629470251.0,225820989936.0,318948778956.0,280808644002.0,76452195861.0,41758149473.0,"31,429,782,521",526553938.0,2.53,5.08,0.0,60.50,45979687148.0,613.0,605.0,89.0,82.0
크라운제과,01205329,264900,2020,B,327040458032.0,332902889749.0,381539000000.0,386614000000.0,174367096569.0,20092124340.0,"24,446,925,055",36574364550.0,19.7,24.3,0.0,61.76,34494696438.0,1262.0,1320.0,85.0,87.0
케이씨텍,01261893,281820,2020,B,407295413417.0,337558339992.0,319894705139.0,265326900003.0,59490143261.0,53567245740.0,"49,726,645,252",36574364550.0,10.9,9.8,0.0,51.26,72155985786.0,617.0,577.0,24.0,17.0
쿠쿠홈시스,01267684,284740,2020,B,704890676288.0,626581362085.0,765303180423.0,663713920904.0,177531855072.0,108706186561.0,"104,749,566,588",3444309151.0,20.44,9.61,0.0,75.44,66235483074.0,479.0,556.0,118.0,100.0
하나제약,00248974,293480,2020,B,276579303713.0,263033793707.0,177306000000.0,166347000000.0,44197791332.0,28495373125.0,"34,861,579,118",36574364550.0,53.9,17.2,0.0,58.67,15579887698.0,575.0,568.0,40.0,43.0
HDC현대산업개발,01310269,294870,2020,B,6116097910011.0,4409550765094.0,3670224980413.0,4216489503536.0,3373063231937.0,347606832690.0,"558,900,187,414",11780031908.0,18.0,9.6,0.0,38.46,-258907141040.0,971.0,998.0,620.0,707.0
자이에스앤디,00367844,317400,2020,B,413286395055.0,278480540619.0,356212405200.0,277945339009.0,250743153961.0,27187665762.0,"16,050,983,318",36574364550.0,19.2,,0.0,66.77,12971549536.0,501.0,425.0,2196.0,716.0
솔루스첨단소재,01412822,336370,2020,B,841168486543.0,494200175438.0,290163176318.0,69994767555.0,351309828513.0,-2277481410.0,"6,850,314,479",12357145365.0,,,0.0,50.32,-30759347913.0,223.0,222.0,14.0,4.0
포스코엠텍,00128111,009520,2020,B,130303408273.0,129016969825.0,255399800061.0,288697939148.0,33902814084.0,12359588207.0,"13,927,048,514",36574364550.0,35.4,23.6,0.0,50.65,12644335006.0,954.0,1004.0,55.0,11.0
오리콤,00141671,010470,2020,B,172323658779.0,195640666457.0,132282413669.0,198545882077.0,90243817917.0,1064840097.0,"7,621,568,390",15932439345.0,329.0,27.4,0.0,66.27,-7726094154.0,273.0,312.0,11.0,11.0
원익홀딩스,00216647,030530,2020,B,1650665108747.0,1225200283131.0,645964626184.0,450752790463.0,507304769088.0,41113624784.0,"62,290,507,810",103178670430.0,,,0.0,45.60,110544902223.0,312.0,286.0,81.0,63.0
다우데이타,00238782,032190,2020,B,38997606367967.0,25214812744391.0,5093906291877.0,3261975998573.0,35679440126580.0,1032433439151.0,"546,269,899,082",76050476019.0,9.96,5.4,0.0,66.81,-1323000739293.0,320.0,314.0,8.0,8.0
케이엠더블유,00226352,032500,2020,B,391104209515.0,427046657502.0,338496094772.0,682876300541.0,145115168894.0,24200510617.0,"129,421,587,291",4513859060.0,,,0.0,35.48,120057741789.0,413.0,379.0,0.0,0.0
파라다이스,00171265,034230,2020,B,3313512458993.0,3470353602407.0,453881181278.0,979432908913.0,1879962245119.0,-175415815614.0,"15,480,128,121",204563841964.0,,,0.0,46.10,-155825957476.0,1271.0,1377.0,72.0,110.0
JYP Ent.,00258689,035900,2020,B,223949702666.0,207839679239.0,144399021991.0,155435844908.0,37702367193.0,37987823328.0,"43,017,090,481",30828082474.0,17.2,16.86,0.0,18.20,22060358410.0,242.0,219.0,0.0,0.0
솔브레인홀딩스,00247975,036830,2020,B,1339377713537.0,1159459650316.0,235745054661.0,250381451552.0,303291220254.0,68898891751.0,"171,758,011,094",73970477082.0,,12.71,0.0,43.45,70870288619.0,69.0,993.0,10.0,250.0
삼표시멘트,00239639,038500,2020,B,1349298506487.0,1346969001800.0,543151580297.0,595485609978.0,706380743211.0,26114672820.0,"26,713,143,596",226228502925.0,58.66,,0.0,65.03,92788355609.0,638.0,666.0,52.0,73.0
에스엠,00260930,041510,2020,B,1068872535478.0,1115620586546.0,579875790663.0,657825612024.0,452733816018.0,-40569580031.0,"10,961,055,825",177933814020.0,,,0.0,19.49,45398545730.0,392.0,312.0,94.0,174.0
코미팜,00187415,041960,2020,B,121912527790.0,125644472893.0,37160448878.0,35489959562.0,43811850764.0,-3956597678.0,"-13,850,969,575",685339675.0,,,0.0,40.21,25200456.0,148.0,148.0,2.0,2.0
SBS콘텐츠허브,00280688,046140,2020,B,195284638326.0,197100484106.0,153707357447.0,162067187046.0,42839759959.0,15107651337.0,"5,251,202,120",884714095.0,,19.5,0.0,64.96,-1790529624.0,40.0,46.0,9.0,18.0
인터플렉스,00369170,051370,2020,B,327916556709.0,351362963161.0,323691278747.0,439165312922.0,157942130072.0,-34389037857.0,"-17,204,305,504",842033787.0,,,0.0,47.74,2258318612.0,413.0,352.0,57.0,26.0
한국정보인증,00306454,053300,2020,B,118767768657.0,109192282975.0,45712275943.0,42606442732.0,28061496390.0,12566497547.0,"9,683,102,730",3340001803.0,32.0,31.8,0.0,34.86,13936270816.0,83.0,74.0,3.0,6.0
이니텍,00353610,053350,2020,B,256870838502.0,259984863121.0,41799027754.0,288034219795.0,54765164733.0,-401991666.0,"-5,476,382,472",36574364550.0,,,0.0,57.00,26945826740.0,215.0,226.0,17.0,23.0
신화인터텍,00228350,056700,2020,B,176253207787.0,184128026293.0,255336300271.0,254429113279.0,77699494666.0,3773849756.0,"11,172,971,370",3608940982.0,43.5,,0.0,15.31,15903103023.0,341.0,371.0,0.0,4.0
KT서브마린,00225742,060370,2020,B,116812532468.0,120947251035.0,52226000000.0,55168000000.0,14032159814.0,2018773354.0,"744,786,615",36574364550.0,51.5,126.9,0.0,36.90,-1636965249.0,67.0,65.0,2.0,2.0
드림어스컴퍼니,00364467,060570,2020,B,172443439357.0,171585554854.0,226329072223.0,196961162684.0,76642040389.0,-25048195496.0,"-47,935,284,072",16860524553.0,,,0.0,51.48,15223219402.0,271.0,254.0,30.0,28.0
KH바텍,00378628,060720,2020,B,294887205322.0,283444245278.0,185001559995.0,203636996005.0,119670297346.0,-14917502870.0,"483,333,919",10255539795.0,,,0.0,24.84,10051075824.0,62.0,63.0,4.0,3.0
티씨케이,00245472,064760,2020,B,308578502890.0,250869537055.0,228209745000.0,171378814000.0,38114183861.0,80232997070.0,"60,547,140,488",36574364550.0,21.2,22.4,0.0,44.40,65884382110.0,399.0,344.0,2.0,4.0
아프리카TV,00399694,067160,2020,B,292037611328.0,228549555437.0,196566477876.0,166530063025.0,144478287914.0,47535022166.0,"41,937,933,627",16315652200.0,19.3,23.6,0.0,25.55,72316360603.0,527.0,472.0,52.0,46.0
웹젠,00405320,069080,2020,B,542700243820.0,413962494737.0,293708375149.0,176051925906.0,108011990694.0,116071306702.0,"57,047,814,626",31614301675.0,,,0.0,27.19,135429351289.0,554.0,548.0,8.0,9.0
국일제지,00104573,078130,2020,B,127319695801.0,125508720418.0,100061025728.0,83852676179.0,58103461889.0,3057258290.0,"-42,663,557,341",319958132.0,,,0.0,33.29,6091176981.0,193.0,192.0,14.0,6.0
컴투스,00476498,078340,2020,B,1049132498425.0,1004978011306.0,508988651181.0,469293086352.0,72024414178.0,103583514545.0,"147,974,360,852",46302534440.0,22.4,13.3,0.0,27.83,102539574683.0,979.0,871.0,69.0,69.0
대주전자재료,00177816,078600,2020,B,206009387091.0,191226386788.0,154543468825.0,116384306423.0,118766378477.0,5697716572.0,"-633,796,001",1407949516.0,15.0,,0.0,30.48,10103631570.0,266.0,241.0,1.0,1.0
유진테크,00531014,084370,2020,B,293959661022.0,278351029018.0,202591825421.0,205466890210.0,44957125250.0,17482239854.0,"21,507,996,967",39864653974.0,147.6,26.8,0.0,37.55,17329279267.0,235.0,209.0,0.0,1.0
헬릭스미스,00359395,084990,2020,B,478137237730.0,371438506458.0,4248298881.0,4454515603.0,197780491784.0,-68107974789.0,"-108,208,308,954",5741230721.0,,,0.0,12.13,-48010375715.0,110.0,103.0,2.0,2.0
파트론,00490151,091700,2020,B,605213735919.0,520807909956.0,1179278982259.0,1254596912123.0,207558026615.0,29795267075.0,"100,802,446,119",12663566527.0,58.5,110.7,0.0,31.13,23539497837.0,471.0,460.0,0.0,0.0
테스,00524421,095610,2020,B,274869980924.0,247901531213.0,245967498959.0,178374963637.0,38369231736.0,38496599447.0,"11,880,739,017",5010221307.0,28.3,18.1,0.0,29.31,24772274256.0,350.0,307.0,0.0,0.0
코오롱생명과학,00525642,102940,2020,B,248337693603.0,278294780997.0,129412917590.0,148541236968.0,190380560526.0,-43195228749.0,"-80,196,713,118",722221323.0,,,0.0,35.57,-7307023067.0,413.0,477.0,23.0,12.0
위메이드,00444329,112040,2020,B,321988256236.0,296259242835.0,126704859703.0,113993733396.0,52852580145.0,-14245919737.0,"-10,453,672,646",11239721301.0,,-134.4,0.0,46.40,-14884985405.0,107.0,52.0,13.0,6.0
와이지엔터테인먼트,00613318,122870,2020,B,542817503814.0,516346905463.0,255262402297.0,253579043467.0,120265898833.0,20494267327.0,"-1,992,524,892",46979110341.0,,18.2,0.0,21.15,25765086273.0,330.0,335.0,19.0,7.0
피엔티,00612294,137400,2020,B,435428127687.0,500330962453.0,390049983364.0,321405859528.0,310531007761.0,43732138057.0,"-3,523,456,259",2998232939.0,6.4,,0.0,21.84,27033357447.0,364.0,286.0,0.0,0.0
휴젤,00888347,145020,2020,B,956344165833.0,894690013619.0,211038348381.0,204567625227.0,162275491387.0,69337506975.0,"69,725,832,823",169803175681.0,,,0.0,49.56,74302498142.0,416.0,422.0,22.0,7.0
KG ETS,00366137,151860,2020,B,2558371875406.0,433209372116.0,153866929956.0,160879256378.0,1508236828519.0,32047153188.0,"118,546,824,915",3902987137.0,14.26,31.12,0.0,46.60,28750250365.0,158.0,152.0,0.0,3.0
콜마비앤에이치,01032404,200130,2020,B,507956738744.0,386373979056.0,606891551147.0,438905517930.0,180364126261.0,109672947643.0,"72,056,184,931",17983987405.0,11.7,12.2,0.0,59.45,77090164971.0,387.0,278.0,8.0,0.0
클래시스,01061327,214150,2020,B,137526116368.0,113657441301.0,76460931514.0,81133256546.0,13769236723.0,39293367704.0,"41,734,500,371",821862469.0,10.2,5.8,0.0,85.37,38125167917.0,185.0,196.0,0.0,0.0
파마리서치,00970453,214450,2020,B,319831469290.0,269925427473.0,108745921878.0,83871642044.0,55420018593.0,39537256822.0,"18,528,878,298",39302839742.0,15.1,20.6,0.0,41.33,32391668890.0,223.0,177.0,8.0,7.0
골프존,01067516,215000,2020,B,367293667416.0,312587282698.0,298524085458.0,247018098993.0,141722974925.0,48705922316.0,"29,850,286,251",20847194432.0,41.0,56.8,0.0,53.61,87402396258.0,396.0,385.0,29.0,13.0
인크로스,00819073,216050,2020,B,179307690932.0,144263389698.0,39440174261.0,34463400471.0,104777537774.0,14763379376.0,"12,189,382,321",1693184783.0,,,0.0,39.44,24629441626.0,189.0,158.0,28.0,17.0
휴온스,01159853,243070,2020,B,416501439509.0,300341675410.0,406677880968.0,365018984889.0,172997479860.0,71542308052.0,"47,828,626,345",5401343980.0,11.0,14.0,0.0,45.04,46506243965.0,736.0,697.0,27.0,11.0
에코프로비엠,01160363,247540,2020,B,798986124781.0,650356539054.0,854748843876.0,616085054981.0,331668500645.0,47617844012.0,"28,341,185,004",13310190333.0,20.1,,0.0,55.38,125031118212.0,903.0,835.0,27.0,25.0
스튜디오드래곤,01168684,253450,2020,B,757299504134.0,581557107129.0,525729451263.0,468660678163.0,147952225200.0,41536199484.0,"33,054,089,922",230416919971.0,,,0.0,69.33,5210495083.0,120.0,107.0,18.0,17.0
펄어비스,01152470,263750,2020,B,897191642084.0,867391014845.0,488768843749.0,455670771545.0,260280600086.0,141975914569.0,"181,292,960,911",270083191794.0,,,0.0,50.02,157434023396.0,672.0,601.0,88.0,235.0
이녹스첨단소재,01237540,272290,2020,B,318623157887.0,337430507971.0,336257633456.0,349330168052.0,116142313142.0,32218277181.0,"45,193,767,801",2086364921.0,,,0.0,33.41,32847199491.0,585.0,666.0,71.0,0.0
와이즈버즈,01236532,273060,2020,B,66629732793.0,45530159446.0,12270204000.0,10511970000.0,30182118450.0,-2419753899.0,"4,447,387,025",36574364550.0,,,0.0,49.27,1268046612.0,111.0,0.0,2.0,0.0
천보,00897752,278280,2020,B,260701295701.0,235236915602.0,155491357442.0,135310691327.0,36151209798.0,19295758378.0,"28,012,689,642",1200970118.0,11.0,,0.0,59.08,16158332878.0,127.0,123.0,0.0,0.0
에이비엘바이오,01256864,298380,2020,B,99894442393.0,142902744782.0,8104203457.0,3989000000.0,9229815959.0,-55605916023.0,"-37,004,630,514",36574364550.0,,,0.0,32.61,-47294848554.0,89.0,76.0,0.0,0.0
KR모터스,00112378,000040,2020,C,155873460967.0,144081159835.0,117834375061.0,132579261122.0,106028407315.0,-11386267112.0,"-40,493,805,679",2050600160.0,,,0.0,46.32,8847016170.0,62.0,81.0,0.0,3.0
경방,00101628,000050,2020,C,1264902051181.0,1370742491338.0,329224740782.0,343892084610.0,522972243564.0,22683044505.0,"53,908,706,534",1456027157.0,24.96,16.7,0.0,58.61,33635651452.0,131.0,182.0,4.0,77.0
성창기업지주,00133335,000180,2020,C,707392786834.0,703302244198.0,170916583169.0,151041606849.0,174455181975.0,7478494657.0,"-4,072,392,800",2732453380.0,,,0.0,29.32,15862944502.0,34.0,37.0,1.0,1.0
대유플러스,00126089,000300,2020,C,473118284651.0,1087246344837.0,452928402735.0,457263303244.0,352222461499.0,-4382389629.0,"14,693,541,786",26275369878.0,,,0.0,49.00,20066183435.0,117.0,123.0,6.0,6.0
영풍,00141307,000670,2020,C,5000855951482.0,4832690295550.0,3183432777257.0,3084133443662.0,1288719462715.0,153822674413.0,"247,829,559,622",8351939648.0,12.97,15.54,0.0,74.05,253009737584.0,682.0,661.0,6.0,6.0
LS네트웍스,00104698,000680,2020,C,1228401794045.0,1168087093967.0,334864620662.0,402812772969.0,735193128500.0,-12925240655.0,"-79,496,342,589",2681674176.0,,,0.0,81.80,27963443504.0,175.0,153.0,14.0,38.0
이화산업,00145686,000760,2020,C,283394472679.0,282716897421.0,51125793847.0,61703167631.0,108885682293.0,-6334322745.0,"-4,871,970,027",1314927907.0,,,0.0,72.8,-2937354047.0,26.0,61.0,11.0,19.0
보해양조,00123541,000890,2020,C,149117625674.0,163069253504.0,78563804540.0,75809352577.0,70469241242.0,1144003136.0,"-18,855,945,316",736654467.0,,,0.0,26.96,8232027886.0,214.0,204.0,15.0,13.0
전방,00147222,000950,2020,C,373432831320.0,386595114678.0,105152228441.0,137483747889.0,233102954109.0,-24897317816.0,"-40,319,085,182",173886116.0,,,0.0,18.72,-15752659769.0,289.0,302.0,0.0,0.0
한국주철관공업,00159573,000970,2020,C,357526156760.0,351976404892.0,328288630355.0,437227919815.0,73142233123.0,12686220165.0,"9,475,043,946",9584132678.0,42.0,38.4,0.0,47.77,61741583475.0,341.0,189.0,1.0,2.0
대한방직,00112970,001070,2020,C,213793932924.0,197730296951.0,175246728156.0,156304223062.0,77489052199.0,3877975264.0,"-16,694,351,310",271117913.0,,,0.0,25.61,4285623996.0,336.0,343.0,20.0,18.0
만호제강,00120872,001080,2020,C,249750178792.0,249265095244.0,196123923000.0,196419617.0,17451273983.0,2074876988.0,"1,527,786,458",36574364550.0,47.84,17.08,0.0,22.46,11061916102.0,199.0,163.0,0.0,0.0
남광토건,00107066,001260,2020,C,204018820097.0,202566664735.0,237961500135.0,236179654398.0,137716864160.0,13748994667.0,"3,862,088,594",1578074772.0,,,0.0,62.38,38154031806.0,396.0,400.0,276.0,352.0
삼성제약,00126414,001360,2020,C,178725958079.0,168532386233.0,48269172240.0,44566363211.0,56810737774.0,-39876978917.0,"7,086,836,429",36574364550.0,,,0.0,12.73,-2553234930.0,191.0,205.0,6.0,6.0
SG글로벌,00152039,001380,2020,C,198865921890.0,204066347761.0,85060365619.0,93036627653.0,72419539465.0,370057444.0,"-2,003,622,035",142286578.0,,,0.0,58.53,2580231771.0,79.0,85.0,3.0,3.0
KG케미칼,00101220,001390,2020,C,4323538345059.0,4151542217468.0,3686350351629.0,2068395230839.0,2815857533956.0,211426355232.0,"263,241,026,491",271578345737.0,11.99,127.92,0.0,45.46,310297841334.0,198.0,197.0,12.0,10.0
태원물산,00154055,001420,2020,C,38295003548.0,38191577718.0,16338892686.0,21887046.0,6676000862.0,-284791223.0,"638,294,236",36574364550.0,,144.1,0.0,40.17,501110632.0,48.0,49.0,0.0,0.0
삼부토건,00125974,001470,2020,C,459413597646.0,391314222174.0,379362245615.0,226287328070.0,300131647810.0,-21040909066.0,"9,520,285,281",1515234769.0,,,0.0,10.58,-27202580548.0,212.0,300.0,71.0,17.0
동양,00117337,001520,2020,C,996760196202.0,1017398588370.0,602939929951.0,539085144007.0,217173925495.0,-10643625882.0,"9,755,391,432",2195332380.0,,309.1,0.0,30.05,29382720930.0,396.0,401.0,53.0,50.0
디아이동일,00118345,001530,2020,C,882559327707.0,956980357290.0,679668085533.0,684926593107.0,365891603581.0,30836344096.0,"39,463,089,600",3110207909.0,11.24,200.07,0.0,20.12,34505038804.0,216.0,260.0,18.0,25.0
조비,00148948,001550,2020,C,87855328252.0,91685509979.0,73654579000.0,70897367000.0,36652318324.0,2454289595.0,"66,525,993",36574364550.0,,,0.0,66.95,8187804474.0,121.0,116.0,0.0,0.0
제일연마,00148461,001560,2020,C,98714751683.0,102503180318.0,73164758081.0,81071832925.0,12767542288.0,4405265281.0,"8,297,951,745",1473232673.0,50.55,28.74,0.0,50.92,10384132631.0,60.0,64.0,5.0,9.0
금양,00106119,001570,2020,C,219851714051.0,224222540377.0,175468044029.0,172723863687.0,140057910631.0,-3582645513.0,"-12,819,082,034",3049563551.0,,,0.0,48.42,-507536449.0,96.0,96.0,0.0,0.0
케이비아이동국실업,00114765,001620,2020,C,566142150316.0,559688329708.0,530786950089.0,615578389906.0,396370266115.0,-17206331886.0,"2,554,313,400",23772434084.0,,,0.0,46.18,24934607711.0,357.0,358.0,0.0,5.0
알루코,00117027,001780,2020,C,701423267928.0,772552136753.0,495265471625.0,454372345903.0,439521685541.0,-30808782605.0,"-8,537,002,862",29864740639.0,,57.07,0.0,54.44,92515443690.0,191.0,272.0,10.0,8.0
삼화콘덴서공업,00129350,001820,2020,C,234968255221.0,214833603174.0,242514202405.0,254537566886.0,60145258771.0,27396750081.0,"36,059,711,547",295865353.0,13.2,5.0,0.0,28.15,32120191346.0,626.0,587.0,6.0,8.0
고려산업,00102751,002140,2020,C,216577001107.0,206489849711.0,190504557339.0,192457070597.0,113937778871.0,9336190495.0,"6,494,475,693",1758193662.0,12.6,18.8,0.0,47.40,-3095279228.0,111.0,94.0,14.0,36.0
동성제약,00116268,002210,2020,C,125718174655.0,131730492742.0,87799927000.0,86536755000.0,70770129193.0,-10805884888.0,"-8,765,545,076",36574364550.0,,,0.0,21.03,5009717511.0,322.0,318.0,14.0,7.0
한일철강,00163196,002220,2020,C,295057911819.0,319370011727.0,157119678876.0,173015464848.0,146274692213.0,-3941342610.0,"-11,810,464,426",36574364550.0,,,0.0,49.08,8871771312.0,110.0,113.0,10.0,13.0
범양건영,00122694,002410,2020,C,152611698919.0,138462329746.0,144357123687.0,276111459091.0,76477865887.0,8654003369.0,"10,908,043,905",81641760.0,,,0.0,37.25,10907038332.0,117.0,114.0,34.0,46.0
세기상사,00133618,002420,2020,C,40517198620.0,41553081175.0,2234196226.0,5146682984.0,19870636733.0,-1536832840.0,"-941,242,588",36574364550.0,,,0.0,51.67,-1167166286.0,15.0,21.0,0.0,0.0
삼익악기,00127857,002450,2020,C,622371933956.0,612852994954.0,247857720145.0,265391541026.0,399474700852.0,14193695703.0,"13,268,117,732",63863567350.0,41.9,31.9,0.0,38.82,38058430472.0,62.0,66.0,1.0,0.0
조흥,00149345,002600,2020,C,248313868671.0,218025804893.0,222604295865.0,195062613315.0,115083266106.0,8786847794.0,"9,504,311,688",36574364550.0,47.9,44.8,0.0,67.22,-5422107170.0,282.0,272.0,13.0,7.0
오리엔트바이오,00141626,002630,2020,C,75938801986.0,84088996364.0,25179589559.0,37214177862.0,23381006153.0,-12910085396.0,"-13,181,933,335",36574364550.0,,,0.0,23.99,8739490647.0,130.0,153.0,0.0,0.0
동일제강,00118451,002690,2020,C,148570301657.0,147022929971.0,122912620214.0,127370149694.0,18773914082.0,311590568.0,"1,391,649,665",36574364550.0,,,0.0,60.13,13941166911.0,125.0,125.0,0.0,0.0
신일전자,00173698,002700,2020,C,110598654315.0,100086380398.0,172441515000.0,145888445.0,35333284305.0,10922148268.0,"6,215,798,869",36574364550.0,17.4,15.1,0.0,11.60,11924543304.0,119.0,125.0,14.0,8.0
보락,00123107,002760,2020,C,54109128575.0,55616508700.0,38292697000.0,36123805000.0,10107183294.0,267855142.0,"800,163,524",36574364550.0,60.76,27.1,0.0,33.22,2029892976.0,134.0,132.0,0.0,0.0
진흥기업,00150828,002780,2020,C,282917478060.0,325811159734.0,377247000000.0,546534000000.0,164069256797.0,14197715189.0,"24,349,276,896",36574364550.0,,,0.0,48.19,41218248368.0,226.0,211.0,82.0,92.0
